"Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Date","Lithography","Recommended_Customer_Price","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","Max_Turbo_Frequency","Cache","Bus_Speed","TDP","Embedded_Options_Available","Conflict_Free","Max_Memory_Size","Memory_Types","Max_nb_of_Memory_Channels","Max_Memory_Bandwidth","ECC_Memory_Supported","Graphics_Base_Frequency","Graphics_Max_Dynamic_Frequency","Graphics_Video_Max_Memory","Graphics_Output","Max_Resolution_HDMI","Max_Resolution_DP","Max_Resolution_eDP_Integrated_Flat_Panel","DirectX_Support","PCI_Express_Revision","PCI_Express_Configurations_","Max_nb_of_PCI_Express_Lanes","T","Intel_Hyper_Threading_Technology_","Intel_Virtualization_Technology_VTx_","Intel_64_","Instruction_Set","Instruction_Set_Extensions","Idle_States","Thermal_Monitoring_Technologies","Secure_Key","Execute_Disable_Bit"
"Legacy Intel® Pentium® Processor","Mobile","755","End of Interactive Support",2013,90,303,1,4,2,3.3,2,3.2,7.5,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Server",NA,"End of Interactive Support",2001,130,303,1,4,1.26,3.3,0.5,1.064,30.4,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,69,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop","550","End of Interactive Support",2004,90,303,1,4,3.4,3.3,1,6.4,84,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,67.7,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2002,130,303,1,4,2.6,3.3,0.5,3.2,62.6,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,70,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Desktop","550J","End of Interactive Support",2013,90,303,1,4,3.4,3.3,1,6.4,84,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,67.7,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Mobile","750","End of Interactive Support",2013,90,303,1,4,1.86,3.3,2,4.264,27,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2013,130,303,1,4,0.9,3.3,0.25,0.8,23.2,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,75,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Server",NA,"End of Interactive Support",2013,130,303,1,4,1.4,3.3,0.5,1.064,32.2,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,69,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2013,90,303,1,4,3.8,3.3,1,6.4,65,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,83,TRUE,NA,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2002,130,303,1,4,2.5,3.3,0.5,3.2,61,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,72,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Server",NA,"End of Interactive Support",2013,130,303,1,4,1,3.3,0.5,1.064,12.1,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Mobile","745A","End of Interactive Support",2004,90,303,1,4,1.8,3.3,2,3.2,21,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2000,180,303,1,4,0.85,3.3,0.25,0.8,22.5,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,80,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop","550","End of Interactive Support",2004,90,303,1,4,3.4,3.3,1,6.4,115,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,72.8,TRUE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Desktop","920","End of Interactive Support",2006,65,303,2,4,2.8,3.3,4,6.4,95,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,63.4,TRUE,"No",TRUE,"64-bit",NA,TRUE,FALSE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2002,130,303,1,4,2.4,3.3,0.5,3.2,59.8,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,71,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2013,180,303,1,4,0.933,3.3,0.25,1.064,27.3,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,77,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Mobile","745","End of Interactive Support",2004,90,303,1,4,1.8,3.3,2,3.2,7.5,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2013,180,303,1,4,0.8,3.3,0.25,0.8,20.8,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,80,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2004,90,303,1,4,3.4,3.3,1,6.4,103,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,73.5,TRUE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Desktop","541","End of Interactive Support",2004,90,303,1,4,3.2,3.3,1,6.4,84,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,67.7,TRUE,"No",TRUE,"64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2002,130,303,1,4,2.2,3.3,0.5,3.2,57.1,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,70,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Intel® Pentium® Processor 1000 Series","Mobile","A1018","End of Life",2013,22,303,2,2,2.1,3.3,1,2,35,FALSE,TRUE,32,"DDR3/L/-RS 1333/1600",2,25.6,FALSE,650,1000,8,"eDP/DP/HDMI/SDVO/CRT",NA,NA,NA,FALSE,"2","1x16, 2x8, 1x8 & 2x4",1,105,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Intel® Pentium® Processor 1000 Series","Mobile","A1020","Launched",2016,22,86,4,4,2.41,3.3,2,4,10,FALSE,TRUE,8,"DDR3L 1333",2,21.3,FALSE,688,896,8,NA,NA,NA,NA,TRUE,"2","X4, X2, X1",4,105,FALSE,"Yes",TRUE,"64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Intel® Pentium® Processor 1000 Series","Server","1405","End of Life",2012,32,303,2,2,1.2,1.8,5,0,40,TRUE,TRUE,375,"DDR3 800/1066",2,25,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3",NA,24,83,FALSE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Intel® Pentium® Processor 1000 Series","Embedded","1405V2","Launched",2014,22,156,2,2,1.4,3.3,6,0,40,TRUE,TRUE,384,"DDR3 800/1066/1333",2,38.4,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"3","x4, x8, x16",24,80,TRUE,"Yes",TRUE,"64-bit","AVX",TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Mobile",NA,"End of Interactive Support",2013,130,303,1,4,1.4,3.3,0.5,3.2,20.8,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Desktop","G620","End of Life",2011,32,64,2,2,2.6,3.3,3,2,65,FALSE,TRUE,32,"DDR3 1066",2,17,FALSE,850,1100,8,NA,NA,NA,NA,FALSE,"2",NA,16,69.1,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Mobile","740","End of Interactive Support",2013,90,303,1,4,1.73,3.3,2,4.264,27,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2000,180,303,1,4,0.866,3.3,0.25,1.064,26.1,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,80,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2013,180,303,1,4,0.75,3.3,0.25,0.8,19.5,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,80,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2013,130,303,1,4,3.4,3.3,0.5,6.4,89,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,68,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop","540J","End of Interactive Support",2005,90,303,1,4,3.2,3.3,1,6.4,84,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,67.7,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2002,130,303,1,4,2,3.3,0.5,3.2,54.3,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,69,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Mobile",NA,"End of Interactive Support",2013,180,303,1,4,0.6,3.3,0.25,0.8,9.7,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Mobile",NA,"End of Interactive Support",2013,130,303,1,4,1.5,3.3,0.5,3.2,25.8,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Desktop","G620T","End of Life",2011,32,73.5,2,2,2.2,3.3,3,2,35,FALSE,TRUE,32,"DDR3 1066",2,17,FALSE,650,1100,8,NA,NA,NA,NA,FALSE,"2",NA,16,65,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Mobile",NA,"End of Interactive Support",2013,130,303,1,4,0.9,3.3,1,3.2,7,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2013,180,303,1,4,0.8,3.3,0.25,1.064,20.8,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,80,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2000,180,303,1,4,0.7,3.3,0.25,0.8,18.3,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,80,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2004,90,303,1,4,3.4,3.3,1,6.4,103,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,73.5,TRUE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Desktop","672","End of Interactive Support",2005,90,303,1,4,3.8,3.3,2,6.4,115,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,70.8,TRUE,"Yes",TRUE,"64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop","540","End of Interactive Support",2004,90,303,1,4,3.2,3.3,1,6.4,84,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,67.7,TRUE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2013,180,303,1,4,2,3.3,0.25,3.2,71.8,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,74,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Mobile",NA,"End of Interactive Support",2013,130,303,1,4,1.6,3.3,0.5,3.2,26.9,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Embedded","B915C","Launched",2012,32,168,2,4,1.5,3.3,3,4,15,TRUE,TRUE,32,"DDR3 1066/1333",2,21.3,TRUE,350,1050,8,NA,NA,NA,NA,FALSE,"2","1x16 1x4 or 2x8 1x4 or 1x8 3x4",20,100,TRUE,"Yes",TRUE,"64-bit","AVX, AES-NI",TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop","G840","End of Life",2011,32,75,2,2,2.8,3.3,3,2,65,FALSE,TRUE,32,"DDR3 1066/1333",2,21,FALSE,850,1100,8,NA,NA,NA,NA,FALSE,"2",NA,16,69.1,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop","G622","End of Life",2011,32,303,2,2,2.6,3.3,3,2,65,FALSE,TRUE,32,"DDR3 1066",2,17,FALSE,850,1100,8,NA,NA,NA,NA,FALSE,"2",NA,16,69.1,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Mobile",NA,"End of Interactive Support",2013,130,303,1,4,1,3.3,1,3.2,7,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Mobile","735","End of Interactive Support",2013,90,303,1,4,1.7,3.3,2,3.2,7.5,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2000,180,303,1,4,0.733,3.3,0.25,1.064,22.8,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,80,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2013,180,303,1,4,0.65,3.3,0.25,0.8,17,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,82,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2004,90,303,1,4,3.2,3.3,1,6.4,103,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,73.5,TRUE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Desktop","670","End of Interactive Support",2005,90,303,1,4,3.8,3.3,2,6.4,115,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,70.8,TRUE,"No",TRUE,"64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop","531","End of Interactive Support",2004,90,303,1,4,3,3.3,1,6.4,84,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,67.7,TRUE,"No",TRUE,"64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Mobile",NA,"End of Interactive Support",2002,130,303,1,4,1.7,3.3,0.5,3.2,30,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Embedded","B925C","Launched",2013,32,303,2,4,2,3.3,4,4,15,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,83,TRUE,"Yes",TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop","G850","Launched",2011,32,71,2,2,2.9,3.3,3,2,65,TRUE,TRUE,32,"DDR3 1066/1333",2,21,FALSE,850,1100,8,NA,NA,NA,NA,FALSE,"2",NA,16,69.1,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop","G630","End of Life",2011,32,64,2,2,2.7,3.3,3,2,65,FALSE,TRUE,32,"DDR3 1066",2,17,FALSE,850,1100,8,NA,NA,NA,NA,FALSE,"2",NA,16,69.1,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2013,180,303,1,4,0.667,3.3,0.25,1.064,17.5,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,82,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2013,250,303,1,4,0.6,3.3,0.5,0.8,34.5,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,85,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2013,130,303,1,4,3.2,3.3,0.5,6.4,82,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,70,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop","530J","End of Interactive Support",2004,90,303,1,4,3,3.3,1,6.4,84,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,67.7,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2013,90,303,1,4,2.8,3.3,1,4.264,103,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,83,TRUE,NA,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2013,180,303,1,4,1.9,3.3,0.25,3.2,69.2,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,73,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Mobile",NA,"End of Interactive Support",2013,180,303,1,4,0.9,3.3,0.25,0.8,30.7,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Mobile",NA,"End of Interactive Support",2013,130,303,1,4,0.933,3.3,0.5,1.064,20.1,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Mobile",NA,"End of Interactive Support",2013,130,303,1,4,1.8,3.3,0.5,3.2,30,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Desktop","G860","End of Life",2011,32,75,2,2,3,3.3,3,2,65,FALSE,TRUE,32,"DDR3 1066/1333",2,21,FALSE,850,1100,8,NA,NA,NA,NA,FALSE,"2",NA,16,69.1,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop","G630T","End of Life",2011,32,72,2,2,2.3,3.3,3,2,35,FALSE,TRUE,32,"DDR3 1066",2,17,FALSE,650,1100,8,NA,NA,NA,NA,FALSE,"2",NA,16,65,FALSE,"Yes",TRUE,"64-bit","SSE4.1/4.2",TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop","E6800","End of Interactive Support",2010,45,93,2,4,3.33,3.3,2,8.528,65,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,74.1,FALSE,"Yes",TRUE,"64-bit","SSE2, SSE3, SSSE3",TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Mobile",NA,"End of Interactive Support",2013,130,303,1,4,1.2,3.3,1,3.2,12,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Mobile","730","End of Interactive Support",2013,90,303,1,4,1.6,3.3,2,4.264,27,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,100,FALSE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2013,250,303,1,4,0.6,3.3,0.5,1.064,34.5,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,85,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2000,180,303,1,4,0.6,3.3,0.25,0.8,19.5,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,82,TRUE,"No",TRUE,"32-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop","960","End of Interactive Support",2006,65,316,2,4,3.6,3.3,4,6.4,130,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,33.25,FALSE,"Yes",TRUE,"64-bit",NA,TRUE,FALSE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop",NA,"End of Interactive Support",2004,90,303,1,4,3.2,3.3,1,6.4,103,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,73.5,TRUE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Desktop","662","End of Interactive Support",2005,90,303,1,4,3.6,3.3,2,6.4,115,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,70.8,TRUE,"Yes",TRUE,"64-bit",NA,TRUE,TRUE,TRUE,TRUE
"Legacy Intel® Pentium® Processor","Desktop","530","End of Interactive Support",2004,90,303,1,4,3,3.3,1,6.4,84,FALSE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,67.7,TRUE,"No",FALSE,"32-bit",NA,FALSE,TRUE,TRUE,FALSE
"Legacy Intel® Pentium® Processor","Desktop","519K","End of Interactive Support",2004,90,303,1,4,3.06,3.3,1,4.264,84,TRUE,TRUE,32,NA,2,25.6,FALSE,350,1050,8,NA,NA,NA,NA,FALSE,NA,NA,16,67.7,TRUE,"No",TRUE,"64-bit",NA,TRUE,TRUE,TRUE,TRUE
